"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,0,26.83333,3.15,0.05023986,189.6842,1,0,0,6,1,0
1,0,28.75,3.06,0.1705402,434.8775,0,1,0,12,1,5
1,0,29.16667,2.2,0.03820546,503.5475,0,0,0,38,1,7
1,0,31.91667,2.7,0.1151311,258.8783,0,0,0,19,1,12
1,1,22.08333,1.536,0.0006486487,0,0,0,0,192,1,2
0,3,36.5,2.16,0.02572685,0,0,0,0,7,1,12
1,0,43.83333,10.5,0.001095238,8.75,1,0,1,168,1,0
0,1,32,8,0.00015,0,0,0,0,408,0,7
1,1,27.25,3.4838,0.0628954,170.4667,1,0,0,540,1,7
0,0,24.33333,3,0.002791667,0,0,0,0,18,1,6
1,0,34.58333,6.7,0.07986075,412.1867,1,0,4,35,1,0
1,0,53,2.2,0.01771837,35.675,1,0,0,3,1,11
0,0,25.41667,4,3e-04,0,0,0,1,36,1,6
1,0,38.33333,2.6,0.01336725,9.583333,0,0,1,188,1,1
1,1,29.5,3.48,0.03545144,188.105,1,1,1,16,1,11
1,0,20.83333,2,0.00475,7.083333,1,1,3,60,0,22
1,0,21.25,2.15,0.2703846,57.98083,0,0,2,8,1,12
1,0,27.25,3.5,0.06670286,194.4667,0,0,2,60,1,0
1,0,33.25,1.7,0.006725882,8.778334,0,0,0,146,1,6
1,0,28.66667,2.95,0.06997,229.7975,0,0,0,26,1,11
1,0,34.83333,3,0.01112149,21.33333,0,0,2,12,1,5
1,0,50,4.5,0.09626533,113.2492,1,0,0,60,1,3
1,0,48.33333,3.7,0.07818501,474.5,1,0,2,192,1,7
1,0,43.83333,5.5,0.05890216,113.2958,1,1,2,109,1,6
1,0,23.25,3.374,0.01200622,33.5075,0,0,0,10,1,8
1,0,22.08333,1.566,0.02048182,91.7325,1,0,0,192,1,1
0,0,32.33333,6,2e-04,839.3008,1,0,4,4,1,1
1,0,61.16667,5,0.0457034,415.8058,1,0,2,14,1,0
0,0,38.33333,5,0.3822785,238.365,1,0,3,3,1,3
1,0,0.5833333,2.5,0.0831712,77.28667,0,0,0,135,1,5
1,0,24.33333,2.4,0.1813192,7.416667,0,0,0,26,1,13
1,0,23.25,2.32,0.07412688,225.2692,0,0,0,3,1,8
1,5,27.16667,4,0.007277206,15.58333,0,0,0,37,1,7
1,0,22.5,1.8,6e-04,178.9158,0,0,0,52,0,3
1,0,19.16667,1.9,0.03501987,44.9425,0,0,1,192,1,1
1,0,20.16667,1.5,0.13624,149.5508,1,0,0,3,0,3
1,0,41,1.8804,0.1168532,3.75,0,0,2,12,1,0
0,2,48.16667,2.52,0.01221235,0,1,0,0,108,1,9
1,0,19.66667,5.5,0.04474897,82.92084,0,0,3,6,1,5
1,0,31.25,4.232,0.1239747,437.1342,0,0,0,14,1,5
1,0,47.5,3.1,0.1792845,463.1517,0,0,0,120,1,15
1,0,26.08333,1.56,0.06123782,3099.505,0,0,2,13,1,13
1,0,31.5,1.6,0.2253456,86.54667,1,0,0,48,0,8
1,0,24.83333,5,0.02724,530.18,0,0,1,24,1,7
0,7,23.83333,2.275,4e-04,0,1,0,0,31,1,5
1,0,37.08333,3,0.003666667,215.4392,0,0,0,12,1,9
1,0,21.41667,1.75,0.131112,218.52,1,0,0,12,1,0
1,0,35.83333,4.5,0.0002666667,22.4625,1,0,0,6,1,0
1,0,45.08333,3.6,0.04339778,294.58,0,0,0,120,1,10
0,0,40,2.4,0.0006486487,0,0,0,0,72,0,0
1,0,25.16667,4,0.00331225,84.275,0,0,1,84,1,9
1,0,54.5,3.805,0.008436268,632.0808,1,0,0,120,1,7
1,0,28.16667,1.75,0.01074229,326.5667,1,0,2,38,1,3
1,0,26.75,8.1,0.1107659,747.67,1,0,1,13,1,15
1,1,37.58333,4,0.002227999,170.1808,1,0,1,28,1,7
0,0,33.91667,1.56,0.9063205,44.9425,0,0,1,12,1,0
0,0,40.58333,3,4e-04,0,0,0,0,18,1,2
1,0,23.83333,5.3,0.06976553,191.7017,0,0,0,108,1,2
1,0,34.58333,5.1,0.0970047,412.1867,1,0,4,3,1,11
1,0,27.91667,2.52,0.08961231,188.1858,1,0,2,48,1,7
0,0,23.83333,2.2,0.0005454546,0,1,0,0,31,1,0
0,0,29,2.5,0.5263956,1096.657,0,0,0,18,1,6
1,0,40.75,6,0.094966,276.9842,0,1,2,182,1,16
0,1,27.83333,4.35,0.0289768,0,0,0,0,28,1,5
1,0,38.75,1.6,0.2148416,492.2558,0,0,0,51,0,11
1,0,32.16667,2,0.023269,38.365,0,0,1,24,1,4
1,1,43.33333,4.8,0.02476569,66.26417,1,0,2,3,1,3
1,0,35.91667,3,0.002619048,8.333333,1,0,2,59,1,4
1,0,23.83333,2.35,0.06976553,136.0408,1,0,0,270,0,1
1,0,35.5,4,0.0004137931,0,0,0,1,7,1,21
1,0,21.5,1.8,0.09848222,35.16667,0,0,0,1,0,5
1,0,30.66667,3.8,0.0676087,102.9767,1,0,0,26,1,1
1,0,39.58333,8.1,0.09833618,663.7692,1,0,3,43,1,13
1,0,24.5,2.304,0.3747426,719.5059,0,0,0,76,1,2
0,0,34.25,1.944,0.000617284,0,0,0,1,48,1,4
1,0,35.58333,2.75,0.1090841,75.63417,0,0,0,12,1,0
1,0,40.08333,4.3,0.0016,3.75,0,0,0,108,1,4
1,0,22.83333,7,0.05167186,301.2525,1,1,1,8,1,8
1,0,28.16667,2.8,0.096285,224.5817,0,0,0,5,1,1
1,0,22.41667,2,0.204897,341.245,0,0,0,24,1,0
1,0,52.16667,6.5,0.0204978,85.24083,0,0,2,201,1,9
1,0,25.33333,2.5,0.006652,10.42,0,0,0,2,1,0
1,1,37.08333,4.9,0.003666667,8.333333,0,0,2,60,1,9
1,0,25.08333,2.65,0.009650944,20.47917,1,0,0,6,1,9
1,0,39.58333,2.6,0.02623077,0,1,1,0,70,1,8
1,0,51.83333,3.6,0.070965,212.4783,0,0,0,36,1,13
1,5,31.75,2.3,0.007781739,14.33167,1,0,2,36,0,0
0,0,19.83333,1.78,4e-04,0,0,0,0,5,1,1
1,1,21.91667,3.86,0.0003108808,0,1,0,0,51,1,2
1,0,35,4.9,0.01453408,58.93083,1,0,1,159,1,4
1,1,39.91667,3.4838,0.0003333333,182.0958,0,0,0,14,0,7
0,0,42.25,1.7,0.02476569,0,1,0,2,28,1,0
1,0,28.66667,1.85,0.0006486487,229.7975,0,0,0,24,1,12
1,0,32.41667,1.85,0.1070066,544.5208,1,0,1,24,1,9
1,0,20.5,1.56,0.1660628,114.8158,0,0,0,6,1,0
1,0,31.83333,4.075,0.1506275,200.5867,1,0,1,27,1,9
0,5,23.75,2.8,0.0003636364,0,1,0,1,75,1,23
1,0,24.16667,2.51,0.0836781,146.27,0,0,0,10,1,14
1,0,28.16667,2.6545,0.02481051,89.955,0,0,0,84,1,1
1,0,32,2.5,0.06488553,126.6508,0,0,0,26,1,5
1,0,20.91667,4,0.042129,137.8692,0,0,0,24,1,4
0,0,38.41667,5.1,0.06853744,0,1,0,1,63,1,8
1,0,32.16667,3,0.1178903,294.5592,1,0,2,9,1,0
0,2,28.66667,2.95,0.02358028,68.35917,1,0,1,42,1,12
1,0,40.83333,3.73,0.03496943,179.7708,1,0,0,151,1,0
1,0,24.91667,2.3,0.08519435,163.0392,1,0,4,12,1,7
1,0,51.75,3.8,0.08315605,263.3275,1,0,1,67,1,5
1,0,22.66667,5,0.1082892,50.02833,0,0,0,5,1,16
0,0,31.08333,1.515,0.08108,0,0,0,3,20,1,0
1,1,32.25,8.94,0.0005333333,188.295,0,0,0,96,0,17
1,0,50.33333,7.1,0.04148197,88.5925,1,0,0,14,1,0
0,0,29.16667,2.4,0.0004848485,0,1,0,0,96,0,5
0,9,30.58333,1.7,0.0007058823,17.58333,0,0,0,19,1,10
1,0,38.83333,6.5,0.2897866,1569.677,1,0,4,117,1,18
1,0,21.08333,4.81,0.01105884,0,0,0,1,8,1,0
1,0,39.66667,2.7,0.02240434,6.416667,1,0,0,252,1,22
1,0,41.66667,1.5896,0.2052491,97.5125,1,0,2,28,1,16
1,0,38.83333,2.9,0.104841,253.3658,1,0,0,14,1,20
0,0,38.5,5.97,0.03150603,0,1,1,1,3,1,5
1,0,27.83333,4.8,0.03792664,1482.368,0,0,0,3,1,0
1,2,29.5,2.08,0.03545144,61.19917,1,0,0,12,0,5
0,0,28.91667,1.511,0.0007941761,0,0,1,0,131,0,3
1,0,31,3,0.02974648,126.3867,1,0,2,51,1,2
1,0,26.58333,2.6,0.07969773,145.6958,1,0,0,30,1,4
0,0,37.41667,2.5,0.0298332,0,0,0,2,63,1,2
1,0,44.58333,4.65,0.01516022,58.24583,1,0,2,25,1,11
0,0,25.33333,3.12,0.1066462,0,0,0,2,5,1,10
1,0,26.83333,3,0.007586207,14,0,0,0,2,1,9
0,0,46.16667,2.58,0.000381255,0,1,0,2,19,0,0
1,7,40.91667,3.2388,0.0003705076,158.6067,1,0,1,50,1,11
1,0,40.08333,2.35,0.06853744,133.9692,0,0,1,96,1,8
0,1,26.25,2.8,0.0004285714,0,1,0,1,66,1,2
1,2,52.25,7.24,0.03904502,235.5717,0,0,2,1,1,13
1,0,37.16667,6.5,0.2897866,1569.677,1,0,3,120,1,18
1,0,25.33333,2.64,0.2893312,385.775,0,0,0,24,1,33
1,1,27.75,4.6,0.03489609,405.3517,1,0,1,28,1,13
1,2,27.58333,6.888,0.01023621,313.4333,1,0,0,24,1,2
1,4,25.41667,3.6,3e-04,146.4417,0,0,0,36,1,32
1,0,54.5,2,0.06025,100.4167,1,0,1,120,0,8
0,0,32.33333,1.97,0.0006091371,0,0,0,0,24,1,2
0,0,19.91667,3.5,0.01046967,25.5075,0,0,2,24,1,3
1,0,26.08333,1.95,0.1835625,0,1,0,1,6,1,1
1,0,31.25,5,0.0743784,309.91,1,0,0,36,1,11
1,0,33.66667,2.1,0.0449081,0,0,0,2,60,1,15
1,0,44.5,4,0.01795825,59.19417,1,0,0,36,1,13
1,0,31.91667,3,0.03187233,258.8783,0,0,0,180,1,12
1,0,36.83333,3.3,4e-04,431.1433,0,0,0,32,1,0
1,0,45.41667,2.3,0.0005106383,54.64667,0,0,0,30,1,2
0,1,23.25,1.8769,0.0005555556,0,0,0,0,74,1,3
1,0,27.58333,3.9,0.02189943,134.3858,1,0,0,12,1,8
1,0,31.58333,2.55,0.1429055,54.96917,0,0,1,60,1,7
1,0,40.33333,9.9999,0.0007058823,129.3333,0,0,4,72,1,21
1,0,40.33333,1.6,0.0723855,0,1,0,0,24,1,4
1,0,40.83333,4.8,0.004230769,320.4867,1,1,0,52,1,2
1,0,34.25,3,0.0337825,1352.488,0,0,1,72,1,4
1,0,21.41667,2.15,0.03192233,87.14917,0,0,0,12,1,5
1,0,39.33333,2.06,0.049059,81.265,1,0,0,200,0,9
1,0,25.75,2.4,0.2969185,41.18917,0,0,1,34,1,2
0,0,35.16667,4.68,0.0002798507,0,1,0,1,210,1,6
1,0,34.83333,4,0.2582515,0,1,1,0,86,1,6
1,0,52.25,1.8744,0.0552038,85.97833,1,0,1,6,1,0
1,0,47.5,3.1,0.02353625,463.1517,0,0,0,24,1,5
1,0,25.75,2.8,0.05751464,134.2008,1,0,2,6,0,11
1,0,27.08333,2.04,0.2354365,192.7208,0,0,1,100,1,3
1,0,32.41667,3.2,0.1192053,562.3592,0,0,0,28,1,5
1,0,22.33333,2.1,0.1538495,274.9467,0,0,0,27,0,7
1,0,33.16667,5.6,0.002625298,398.0475,0,0,0,12,1,4
1,0,55.16667,3,0.04979033,124.4758,1,0,1,84,1,11
1,0,22.16667,2.4,0.08183375,163.4175,0,0,1,4,1,0
1,0,30.66667,2.74,0.06057946,93.31,0,0,3,4,1,8
1,0,24.08333,2.9,0.04706862,113.2492,1,0,0,60,1,3
1,0,26.66667,2.4,0.23063,461.26,0,1,1,164,0,2
1,0,52.41667,2.5,0.02392328,37.42916,0,0,0,240,1,0
1,0,20.25,2,0.0611788,127.3725,1,0,1,24,1,23
1,0,25.41667,9.9999,0.0001200012,163.0392,0,0,0,27,1,9
0,0,22.75,2.5,0.0005128205,0,0,0,0,18,0,6
1,0,24.41667,1.9,0.01952256,432.3592,0,0,0,44,1,11
1,0,35,1.53,0.02962699,46.29167,1,0,0,22,1,23
0,0,22.41667,3.9946,0.0005171522,0,0,0,0,62,1,2
1,0,46.33333,2.75,0.04630688,61.7425,0,0,1,136,1,9
1,0,19.41667,2.28,0.08415,27.78,0,0,3,3,1,0
1,0,46.25,5.4,0.05977204,1836.976,1,0,4,204,1,7
1,0,28.91667,5.5,0.3344596,1532.773,1,0,0,28,1,19
1,0,27.25,2.9,0.03821552,51.75,0,0,0,6,0,1
0,0,34.58333,2.6,0.0003529412,0,1,0,0,48,1,1
1,0,27.75,2.675,0.03482019,257.3017,1,0,0,3,0,0
0,1,46,5.5,0.05487727,0,1,0,2,161,1,15
1,0,35.25,2.1,0.1375624,240.4842,1,0,1,24,1,5
1,0,28,2.4,0.0337825,103.9167,0,0,1,64,1,1
1,0,41.66667,5.5,0.02673974,148.3725,1,0,2,66,1,5
1,0,31.41667,3,0.06917133,172.5717,0,0,3,7,1,0
1,0,40.41667,2.2224,0.07675923,199.0042,1,0,1,10,1,11
1,3,46.5,1.6213,0.04229,0,0,0,2,48,1,1
1,0,43.58333,1.636,0.04429271,160.4792,0,0,1,110,1,0
0,0,28.58333,3.12,0.0004735596,0,0,0,0,14,1,3
1,0,31.91667,3.1,0.1151311,258.8783,1,0,1,66,1,5
1,0,25.16667,2.7161,0.1594194,352.8483,0,0,1,60,0,0
1,0,42.16667,2.52,0.01336535,44.41333,0,0,0,5,0,6
1,0,47.33333,2.7495,0.2148416,59.85417,0,0,0,156,0,11
1,0,27.83333,1.8,0.4559923,683.9883,1,0,0,98,1,2
1,0,30.66667,3.15,0.06829016,0,0,0,1,19,1,5
0,0,23.58333,5.97,0.000201005,0,0,0,1,3,1,19
1,0,31,2.6,0.0121468,45.35417,0,0,0,126,1,5
0,0,45.75,5,0.001525,0,1,0,3,6,1,14
1,0,31.41667,1.95,0.03838103,98.345,0,0,0,40,1,9
1,0,36.16667,2.408,0.032497,80.82584,1,0,4,14,0,0
0,0,23.5,1.56,0.003928571,8.333333,1,0,0,1,1,3
1,1,25.33333,4.55,0.04465253,37.08333,1,0,1,42,1,4
1,0,21.25,2.16,0.03496332,0,0,1,2,74,1,5
1,0,48.91667,4.5,0.104378,391.4175,0,0,1,17,1,2
0,2,35.58333,4,3e-04,0,0,0,0,70,1,1
1,0,40,3.5,0.06206229,181.015,1,0,4,74,1,0
1,0,25.25,2.15,0.1102229,192.64,0,0,0,97,1,8
1,0,54.75,5.48,0.1342037,612.8633,1,0,1,146,1,4
1,1,52.75,3.5,0.0003870968,483.0608,0,0,1,14,1,9
1,0,26.83333,2.9,0.006872069,242.1283,1,1,3,24,1,3
1,0,39.25,1.75,0.06364079,180.655,0,1,1,36,1,7
1,0,24.83333,2.8,0.04662429,4.583333,0,1,2,147,1,4
0,0,28.66667,4.22,0.8778461,300.9942,1,0,0,4,1,3
1,0,24.66667,3.5,0.2071184,166.2383,0,0,0,4,1,1
0,0,44.66667,2.4,0.023269,38.365,0,0,0,36,1,11
1,0,30.66667,3.42,0.0611788,24.575,0,0,1,3,1,0
1,0,21.91667,6.7,0.001525,302.2467,1,0,0,8,1,6
1,0,21.41667,5.43,0.007506077,33.215,0,0,0,30,1,0
1,0,28,1.62,0.01050802,580.9725,1,0,0,15,0,5
1,0,33.58333,2.55,0.05800388,116.3525,0,0,3,24,1,7
1,0,24.66667,3.4,0.05977204,144.3975,1,0,0,12,1,8
1,0,26.41667,4.38,0.03811111,113.75,1,0,5,120,1,12
1,0,24.25,3.75,0.09367893,184.9433,0,0,0,12,1,11
1,1,49.58333,1.75,0.01074229,436.275,1,0,1,51,1,3
1,0,32,2.5,0.0544468,132.8508,1,0,1,252,0,0
1,0,31,2.6,0.0841927,37.58333,0,0,0,5,1,0
1,1,26.16667,7.24,0.03904502,0,1,0,2,14,1,13
0,4,37.25,3.5,0.0003428572,0,1,0,1,15,1,9
1,1,34.25,2.4,0.0006666667,0,0,0,0,27,1,2
1,0,49.83333,6,0.06075971,394.5717,1,0,0,42,0,5
1,0,40.75,4.8,0.06297679,146.8625,0,0,0,122,1,17
1,0,20.83333,5.5689,0.04341593,208.0833,0,0,0,30,1,7
1,0,40.33333,3.5,0.01055514,88.73917,1,0,1,19,1,0
1,0,28.16667,1.6949,0.1119657,34.52083,1,0,0,48,0,16
1,0,29.33333,3.5,0.006866666,366.745,0,0,0,19,1,7
1,1,40.5,2.25,0.02382222,44,0,0,0,86,1,10
0,0,28.41667,2,6e-04,0,0,0,1,108,1,8
1,0,21.25,3,0.09011575,77.35667,0,0,1,37,0,2
1,0,24.08333,4.5,0.09576601,359.1225,0,0,0,12,1,0
1,0,35.83333,2.5,0.09312976,164.81,0,0,1,17,1,3
1,0,23.08333,3,0.08876603,465.9383,0,0,0,3,1,7
1,0,34.66667,3,0.0140794,51.645,1,0,4,6,0,12
0,0,42.91667,4,6e-04,0,0,0,0,180,0,9
1,0,36.5,3.5,0.02673974,148.3725,1,0,0,95,1,5
1,0,0.5833333,4,0.0726635,242.1283,1,0,3,48,1,16
0,0,52.16667,2.58,0.0004651163,0,1,0,0,41,0,16
1,2,45.58333,1.725,0.02006617,0,0,1,1,204,0,6
0,2,33.83333,3.8,0.01063703,32.46416,1,0,0,153,1,5
0,0,23.25,2.6,0.03666654,0,1,0,0,12,1,6
1,0,38.91667,2.6,0.06905923,149.545,0,0,3,21,1,11
1,0,23.83333,2.216,0.03075632,0,1,0,0,10,1,2
0,4,37.25,2.55,0.0003428572,101.6833,1,0,2,15,1,9
1,0,28.25,3.4224,0.02909975,82.65916,1,0,0,41,1,12
1,0,26.83333,2.1,0.0005714286,258.2908,0,0,0,10,1,11
1,0,26.5,4,0.0005106383,160.0283,1,0,0,36,1,4
0,4,25.83333,1.97,0.0006091371,0,0,0,0,108,1,6
1,0,24.33333,3.6,0.1525236,6.145833,1,0,3,68,1,6
0,1,36.83333,3.2,0.000375,0,1,0,2,14,1,16
0,0,23,2,0.01710906,4.583333,0,0,2,38,1,0
1,0,23.41667,2.04,0.1200515,745.0383,1,0,2,30,1,11
1,0,50.91667,3.095,0.0698588,310.8417,0,0,1,36,1,1
1,0,25.16667,1.566,0.08980467,111.8392,0,0,1,14,1,1
1,0,34.33333,4.5,0.1534315,613.6425,1,1,0,30,1,6
1,0,56.75,7.572,0.006669308,41.33333,0,0,0,39,1,18
1,0,23.16667,2.5,0.08745825,207.7133,1,0,1,7,1,8
1,0,28.16667,3.35,0.0005882353,199.3692,1,0,0,35,1,2
1,0,32.58333,1.8142,0.05414067,81.435,1,0,0,12,1,12
1,0,34.83333,3.6,0.03882722,352.8483,1,1,4,48,1,8
0,0,25.25,1.6,0.00075,0,0,0,0,20,1,0
1,0,24.83333,3.12,0.04245641,530.18,0,0,1,3,1,6
1,0,28.41667,3,0.2284344,462.6558,0,0,0,36,1,17
0,2,36.91667,3.5,0.0003428572,0,1,0,1,60,1,7
1,0,29.75,1.85,0.06057946,116.4492,1,0,0,12,1,1
1,0,34.75,2.34,0.045469,357.5908,1,0,0,108,1,8
0,1,36.91667,1.85,0.0006486487,214.86,0,0,0,26,1,2
1,0,40.75,6,0.1506275,200.5867,1,1,2,27,1,3
1,0,26.66667,2.16,0.1106287,56.46333,0,0,0,10,1,7
1,1,32,2,0.9063205,1510.534,0,0,2,12,1,17
0,0,39.33333,3.2,0.03838103,0,0,0,0,40,0,7
1,0,28.16667,2.8,0.096285,0,0,0,0,5,0,1
1,0,60.08333,6.2,0.1706156,479.4367,1,0,1,12,1,7
1,0,36.41667,3.25,4e-04,159.36,1,0,0,109,1,6
1,0,38.5,4.5,0.08238,7.083333,1,0,4,18,1,0
1,0,32.75,3,0.07956502,144.6417,1,0,3,32,1,14
1,0,66.5,9.7867,0.06705059,0,1,0,3,300,1,5
1,0,30.5,2.2,0.03147661,244.6533,1,0,1,13,1,9
1,0,74.16666,2.8065,0.01688936,45.12417,1,0,0,14,1,0
1,0,21.5,2.4304,0.2284344,356.8792,0,0,0,29,1,17
1,0,55.16667,2,0.03858522,0,1,0,0,300,1,13
0,0,42.91667,4,3e-04,240.2775,0,1,3,180,1,9
1,0,37.83333,5.47,0.0002325581,133.0683,1,0,3,86,1,0
1,0,39.66667,5.1,0.05751137,244.4233,1,0,3,30,1,15
1,0,27.91667,2.75,0.03867167,135.1842,0,0,0,6,1,0
1,0,30.75,5,0.03980107,185.7383,0,0,0,1,0,16
1,0,32.83333,1.86,0.008998919,26.99667,0,1,0,3,1,7
1,0,27.41667,1.64,0.0007317073,145.6958,0,0,0,104,1,3
1,0,44.58333,6.8,0.002705882,14.66667,0,0,2,150,0,2
1,0,34.16667,1.8468,0.05412025,16.91333,1,0,0,38,1,4
0,0,34,1.8,0.0006666667,321.2108,0,0,2,4,1,0
1,0,36.83333,3,0.0418539,97.94,0,0,1,2,1,1
1,0,36.41667,3.5,0.01145455,20.33333,0,0,0,120,1,0
0,1,22.75,3.5,0.0006666667,0,0,0,0,6,0,2
1,0,32,1.32,0.002961538,5.583333,0,0,0,6,1,21
0,0,27.08333,4.3681,0.04429271,0,1,0,2,24,1,10
1,0,38.33333,4.15,0.1505325,238.365,1,0,1,9,1,0
0,11,28.66667,4.22,0.0003428572,0,1,0,1,22,0,27
1,0,25.41667,4.0188,0.1649273,508.2908,0,0,3,102,1,3
1,0,39.08333,3,0.045469,82.65916,0,0,0,28,1,12
1,0,23,2.4,0.03821515,99.91666,0,0,0,1,0,3
1,0,23.5,2.6,0.0841927,147.3333,0,0,0,64,1,8
1,0,46.33333,2.75,0.04630688,480.3233,0,0,0,47,1,9
1,0,23.08333,4.3,0.1794971,632.0808,0,0,1,12,1,9
1,0,33.83333,3.5,0.02189943,121.5558,1,0,0,12,1,8
1,0,64.58334,1.8,0.121795,149.7,1,0,0,241,1,8
1,0,23.5,10.4,0.2309477,2001.547,1,0,0,36,0,0
1,0,22.41667,3.3,0.115791,166.0592,0,0,0,2,1,8
1,0,55.08333,2.2,0.07986075,445.8058,0,0,1,35,1,4
1,0,38.25,4.2,0.04545781,87.30666,1,0,1,36,1,14
1,3,22,4.6,0.0480585,0,0,0,0,57,1,4
1,0,38.5,4.5,0.04341593,0,1,0,3,6,1,7
1,0,36.58333,3,0.054018,135.045,1,0,1,6,1,5
1,0,21.08333,2.2,0.3152637,577.9833,0,0,0,143,1,6
1,0,30.66667,5.5,0.07795545,127.3725,0,0,0,24,1,0
1,1,41.41667,2.35,0.06976553,136.0408,0,0,2,25,0,3
0,1,35.58333,2.5,0.00048,0,1,0,2,70,1,8
1,0,61.58333,8,0.01700675,0,1,0,2,18,1,5
1,0,23.5,3,0.121849,108.9775,0,0,1,12,1,5
1,0,27.25,3.5,0.03821552,366.745,0,0,0,9,0,3
0,3,57.08333,4.7,0.0002553191,0,1,1,3,36,1,8
0,0,22.91667,1.725,0.09851731,0,1,0,0,204,0,5
1,0,27.91667,1.5548,0.01257576,40.83333,0,0,1,36,1,5
1,0,41.58333,5.4,0.01299352,58.05416,0,0,0,108,1,17
1,0,52.41667,1.66,0.06928459,138.5692,0,1,1,51,1,2
0,0,31.75,2.4,0.1869583,0,1,0,1,42,0,12
1,0,50.33333,7.1,0.04148197,304.6225,1,0,2,180,1,0
0,0,47,1.6,0.2893312,20.25,1,0,0,233,1,16
1,0,20.33333,2.68,0.1430284,319.43,0,0,0,84,1,0
1,0,32.33333,6.3,0.1656494,465.9383,0,0,4,60,1,0
1,0,25.66667,1.6,0.02147727,59.78667,0,0,0,26,1,2
1,1,43.58333,2.77,0.07879038,100.3367,0,0,0,76,0,14
1,0,28.91667,2.1,0.1384924,242.195,1,0,3,179,1,6
1,0,40.33333,8.2,0.0006209894,192.4508,1,0,2,172,1,4
1,0,23.16667,2.5,0.1304742,337.0583,1,0,1,52,1,4
1,1,29.83333,2.8,0.0006666667,80.45084,1,1,0,60,1,14
1,0,20.91667,3.56,0.0004137931,98.345,0,0,0,72,1,9
1,0,22,3.4,0.1063297,301.0175,0,0,0,3,1,0
1,0,27.83333,2.55,0.03792664,509.0542,0,0,0,3,1,3
1,0,47.41667,2.4,0.0448939,183.8983,0,1,0,12,1,14
1,0,26.41667,2.95,0.01446872,46.52333,0,0,0,30,1,13
1,0,40,5.2,0.05915846,359.1225,0,0,5,12,0,0
1,0,35.91667,9,0.06282978,470.9733,1,0,3,6,1,6
1,0,21.5,6,0.4582348,356.8792,0,0,0,10,1,0
0,0,21.66667,7.5,0.0205616,0,1,0,4,25,1,12
1,0,44.5,9,0.05705314,1949.862,0,0,0,26,1,7
1,0,20.16667,2.6,0.1538495,269.1533,0,0,1,27,0,6
1,0,23.75,3.5,0.016826,41.48167,0,0,3,18,0,3
1,0,20.16667,1.5,0.1196407,149.5508,0,0,0,3,1,3
1,0,32.91667,5.48,0.068022,169.8883,1,0,0,146,1,5
1,0,31.08333,8.2,0.1696612,721.06,1,0,3,15,1,9
1,0,32.83333,2.5,0.1308376,228.9658,0,0,0,147,0,0
1,1,28.5,3,6e-04,177.6158,1,0,0,0,1,2
1,0,44.5,2.95,0.067598,365.9058,1,0,0,6,1,13
1,0,56.75,1.8,0.006669308,49.41667,0,0,1,168,1,2
1,0,30,2,0.051839,86.14833,1,0,1,61,0,12
0,0,29.08333,3.25,0.002743142,8.333333,0,0,1,120,1,15
0,2,39.41667,3,0.06314021,0,0,0,0,12,1,4
1,1,43.33333,7,0.3706127,1482.368,1,0,3,6,1,2
0,7,33,1.6213,0.00016,0,0,0,1,24,1,4
1,0,38.41667,4.475,0.05987158,189.1767,0,0,2,60,1,6
1,0,25.91667,1.548,0.0007751938,260.1208,0,0,3,236,1,6
0,0,56.75,3.4,0.00015,0,1,0,1,36,1,7
0,0,24.16667,2.7885,0.0004210526,0,0,0,0,60,0,0
1,0,28.33333,2.8,0.03458607,118.7217,0,0,0,33,1,4
1,0,31.58333,6.5,0.1113085,91.7325,0,0,2,12,1,6
1,0,24.33333,1.8,0.1813192,200.2375,0,0,0,151,1,5
1,0,35,3.1,0.0002637363,438.3667,1,0,2,5,1,15
1,0,24.16667,2.51,0.1149625,240.38,0,0,0,10,1,12
1,1,19,2.19,0.3406356,621.66,1,0,0,192,1,7
0,0,31.25,5.5,0.0708629,14.66667,1,0,0,38,0,7
1,0,31.91667,3.5,0.06206229,181.015,1,0,1,42,1,0
1,0,25.08333,3.52,0.3761903,940.3925,0,0,2,15,1,4
1,1,35.91667,1.85,0.0006486487,325.85,0,0,0,62,0,0
1,0,26.66667,3.7,0.02353625,426.8325,0,0,0,24,1,2
0,0,22.41667,2,0.115791,0,0,0,0,8,1,8
1,0,25.08333,1.5,0.1362319,324.0275,0,1,1,42,1,3
0,0,26.66667,3.06,0.1705402,91.98917,0,0,0,42,1,8
1,0,26.33333,2.45,0.05493143,111.8183,0,0,0,24,1,11
0,9,35.08333,1.7,0.0007058823,0,0,0,0,90,1,10
0,3,57.33333,1.65,0.009515151,0,0,0,0,24,1,3
1,0,52.16667,1.8,0.04462218,178.9158,1,0,3,6,0,2
1,0,35.91667,2.75,0.002619048,8.333333,1,0,1,59,1,9
0,0,29.91667,1.56,0.04665384,60.06667,0,0,0,7,0,1
0,7,56.75,8,0.00015,0,1,0,0,408,1,8
1,0,28.25,2.0272,0.1110255,187.1425,0,0,1,91,1,1
0,0,38.08333,4,0.000375,0,1,0,0,16,1,8
1,0,55.08333,2.04,0.0005882353,0,1,0,0,35,1,0
1,0,38.33333,2.5,0.0572476,238.365,1,0,3,9,1,9
1,0,30.41667,3,4e-04,0,0,0,0,49,1,3
1,0,25.25,4.38,0.03736278,121.0558,1,0,0,24,1,6
